latitude,longitude,state,grid_key,acq_date,acq_time,model_predicted_class,prediction_confidence,heuristic_label,risk_score,risk_level,risk_score_api,frp,brightness,bright_t31,bright_ti4,bright_ti5,dist_industrial_zone_km,dist_power_plant_km,dist_quarry_km,dist_brick_kiln_km,dist_oil_gas_km,dist_waste_site_km,landcover_name,landcover_class,population_density,recurrence_score,recency_score,trend_score,stability_score,persistence_confidence,site_detection_count,top_shap_feature,top_shap_impact,risk_explanation,prob_Agricultural_Burning,prob_Brick_Kiln,prob_Industrial,prob_Mining_Extraction,prob_Other_Unknown,prob_Waste_Landfill,prob_Wildfire,scan,track,satellite,instrument,confidence,version,daynight,confidence_numeric,landcover_code,ndvi,nbr,sar_backscatter_delta,type,label_confidence
15.17641,76.65518,Karnataka,1518_7666,2026-08-30,2025.0,Industrial,1.0,Industrial,61.2,High,0.754,3.2,321.08,291.05,321.08,291.05,1.639,1.404,2.82,385.362,296.113,83.742,Built-up,50.0,1918.313720703125,0.7521694708713587,0.9117224885582168,0.5081549371582089,0.1250344286351895,1.0,65.0,dist_power_plant_km,2.1436,Classified as Industrial (100% confidence). moderately persistent (persistence score 64/100). Intensity score 31/100. Overall risk: 61/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17587,76.65878,Karnataka,1518_7666,2026-08-30,2025.0,Industrial,1.0,Industrial,62.0,High,0.753,3.02,330.77,289.41,330.77,289.41,1.316,1.205,2.506,385.38,296.019,83.428,Built-up,50.0,1918.313720703125,0.7556294149979565,1.0,0.5057543755511638,0.12470714169062394,1.0,65.0,dist_power_plant_km,2.351,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 30/100. Overall risk: 62/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17719,76.65791,Karnataka,1518_7666,2026-09-01,1949.0,Industrial,1.0,Industrial,58.0,High,0.743,1.44,300.23,278.41,300.23,278.41,1.335,1.14,2.677,385.505,296.174,83.442,Built-up,50.0,1918.313720703125,0.7590270143845762,0.9548416039104165,0.4859037364394581,0.12368907901692572,1.0,65.0,dist_power_plant_km,2.4421,Classified as Industrial (100% confidence). moderately persistent (persistence score 64/100). Intensity score 19/100. Overall risk: 58/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.62,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17502,76.65514,Karnataka,1518_7666,2026-09-05,2012.0,Industrial,1.0,Industrial,62.7,High,0.759,4.05,324.56,293.97,324.56,293.97,1.706,1.518,2.72,385.209,295.959,83.818,Built-up,50.0,1918.313720703125,0.7623644761006665,0.9117224885582168,0.51876796390696,0.1230478411387459,1.0,65.0,dist_power_plant_km,2.1182,Classified as Industrial (100% confidence). moderately persistent (persistence score 64/100). Intensity score 35/100. Overall risk: 63/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.41,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17728,76.65664,Karnataka,1518_7666,2026-09-08,2055.0,Industrial,1.0,Industrial,65.8,High,0.773,6.33,327.82,290.89,327.82,290.89,1.459,1.225,2.777,385.488,296.195,83.559,Built-up,50.0,1918.313720703125,0.7656438920523007,0.9330329915368074,0.5468098870924343,0.12277296491843895,1.0,65.0,dist_power_plant_km,2.1933,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 43/100. Overall risk: 66/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.5,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.1767,76.65572,Karnataka,1518_7666,2026-09-10,2017.0,Industrial,1.0,Industrial,63.5,High,0.76,4.18,325.35,283.32,325.35,283.32,1.574,1.34,2.8,385.405,296.14,83.676,Built-up,50.0,1918.313720703125,0.7688672468575888,0.9548416039104165,0.5192534064051142,0.12233918686663313,1.0,65.0,dist_power_plant_km,2.2311,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 36/100. Overall risk: 64/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.38,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17591,76.65572,Karnataka,1518_7666,2026-09-13,2101.0,Industrial,1.0,Industrial,62.9,High,0.758,3.94,325.58,292.55,325.58,292.55,1.607,1.403,2.739,385.319,296.052,83.717,Built-up,50.0,1918.313720703125,0.7720364250601922,0.9330329915368074,0.5159310463631558,0.1217496533226787,1.0,65.0,dist_power_plant_km,2.1519,Classified as Industrial (100% confidence). moderately persistent (persistence score 65/100). Intensity score 35/100. Overall risk: 63/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34,0.56,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17755,76.65643,Karnataka,1518_7666,2026-09-14,811.0,Industrial,1.0,Industrial,69.4,High,0.793,9.66,349.76,314.61,349.76,314.61,1.47,1.22,2.814,385.513,296.227,83.565,Built-up,50.0,1918.313720703125,0.7751532177465966,0.9771599684342459,0.5862982543088352,0.12134683574199039,1.0,65.0,dist_power_plant_km,2.2449,Classified as Industrial (100% confidence). moderately persistent (persistence score 68/100). Intensity score 51/100. Overall risk: 69/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,D,50.0,50.0,,,,0,medium
15.17615,76.65793,Karnataka,1518_7666,2026-09-14,2044.0,Industrial,1.0,Industrial,67.2,High,0.775,6.8,326.75,296.03,326.75,296.03,1.382,1.23,2.59,385.392,296.058,83.494,Built-up,50.0,1918.313720703125,0.7782193286253187,1.0,0.5498258820017531,0.12062082175539397,1.0,65.0,dist_power_plant_km,2.2075,Classified as Industrial (100% confidence). moderately persistent (persistence score 68/100). Intensity score 45/100. Overall risk: 67/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,0.41,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17899,76.6563,Karnataka,1518_7666,2026-09-14,2044.0,Industrial,1.0,Industrial,64.0,High,0.757,4.03,321.44,294.68,321.44,294.68,1.44,1.127,2.942,385.667,296.388,83.503,Built-up,50.0,1918.313720703125,0.781236379619714,1.0,0.5145563693539118,0.11974503677478665,1.0,65.0,dist_power_plant_km,2.297,Classified as Industrial (100% confidence). moderately persistent (persistence score 67/100). Intensity score 35/100. Overall risk: 64/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,0.41,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17526,76.65558,Karnataka,1518_7666,2026-09-14,2044.0,Industrial,1.0,Industrial,64.8,High,0.76,4.55,326.41,296.71,326.41,296.71,1.652,1.466,2.702,385.245,295.982,83.763,Built-up,50.0,1918.313720703125,0.7842059160203474,1.0,0.5208173239988294,0.11888888977707411,1.0,65.0,dist_power_plant_km,2.1547,Classified as Industrial (100% confidence). moderately persistent (persistence score 67/100). Intensity score 37/100. Overall risk: 65/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,0.41,N21,VIIRS,n,2.0NRT,N,50.0,50.0,,,,0,medium
15.17772,76.65731,Karnataka,1518_7666,2026-09-15,752.0,Industrial,1.0,Industrial,65.2,High,0.764,5.12,340.88,301.0,340.88,301.0,1.374,1.139,2.764,385.55,296.238,83.472,Built-up,50.0,1918.313720703125,0.7871294112379059,0.9771599684342459,0.527600819614905,0.1180516450612271,1.0,65.0,dist_power_plant_km,2.2582,Classified as Industrial (100% confidence). moderately persistent (persistence score 67/100). Intensity score 39/100. Overall risk: 65/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,0.41,N21,VIIRS,n,2.0NRT,D,50.0,50.0,,,,0,medium
15.18196,76.66917,Karnataka,1518_7667,2026-08-25,2017.0,Industrial,1.0,Industrial,49.9,Medium,0.751,2.35,306.06,287.83,306.06,287.83,0.032,0.594,2.601,386.268,296.185,82.126,Bare / sparse vegetation,60.0,1827.80029296875,0.7413915852262982,9.106079138855144e-07,0.5012774972201566,0.3774518674103552,1.0,64.0,dist_industrial_zone_km,2.4832,Classified as Industrial (100% confidence). moderately persistent (persistence score 44/100). Intensity score 26/100. Overall risk: 50/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.38,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.18253,76.66524,Karnataka,1518_7667,2026-08-25,2017.0,Industrial,1.0,Industrial,60.6,High,0.751,2.35,319.43,286.59,319.43,286.59,0.455,0.29,2.783,386.245,296.27,82.47,Bare / sparse vegetation,60.0,1827.80029296875,0.7450530918139344,1.0,0.5012524483608835,0.13083198015728154,1.0,64.0,dist_power_plant_km,2.2702,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 26/100. Overall risk: 61/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.38,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.18025,76.66698,Karnataka,1518_7667,2026-08-26,2000.0,Industrial,1.0,Industrial,59.9,High,0.749,2.13,302.76,287.54,302.76,287.54,0.311,0.591,2.481,386.035,296.43,82.422,Bare / sparse vegetation,60.0,1827.80029296875,0.7486448511604031,0.9771599684342459,0.49847837008213136,0.12970716191613998,1.0,64.0,dist_power_plant_km,2.3211,Classified as Industrial (100% confidence). moderately persistent (persistence score 65/100). Intensity score 25/100. Overall risk: 60/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.52,0.5,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17965,76.67181,Karnataka,1518_7667,2026-08-26,2000.0,Industrial,1.0,Industrial,63.0,High,0.758,3.57,304.26,288.23,304.26,288.23,0.351,0.975,2.3,386.075,296.32,81.995,Bare / sparse vegetation,60.0,1827.80029296875,0.7521694708713587,1.0,0.5165010808766769,0.12879106185088124,1.0,64.0,dist_power_plant_km,2.308,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 33/100. Overall risk: 63/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.52,0.5,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.18088,76.66781,Karnataka,1518_7667,2026-08-30,752.0,Industrial,1.0,Industrial,61.3,High,0.756,3.18,333.34,289.95,333.34,289.95,0.199,0.575,2.521,386.121,296.348,82.311,Bare / sparse vegetation,60.0,1827.80029296875,0.7556294149979565,0.9117224885582168,0.511324451913914,0.1277233836834231,1.0,64.0,dist_power_plant_km,2.4348,Classified as Industrial (100% confidence). moderately persistent (persistence score 64/100). Intensity score 31/100. Overall risk: 61/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.52,0.41,N21,VIIRS,n,2.0NRT,D,50.0,60.0,,,,0,medium
15.18139,76.66699,Karnataka,1518_7667,2026-08-30,2025.0,Industrial,1.0,Industrial,66.6,High,0.776,6.39,331.56,290.21,331.56,290.21,0.263,0.48,2.601,386.159,296.325,82.362,Bare / sparse vegetation,60.0,1827.80029296875,0.7590270143845762,1.0,0.5510667712717935,0.12738532469608657,1.0,64.0,dist_power_plant_km,2.2146,Classified as Industrial (100% confidence). moderately persistent (persistence score 67/100). Intensity score 43/100. Overall risk: 67/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.1803,76.67416,Karnataka,1518_7667,2026-08-30,2025.0,Industrial,1.0,Industrial,60.6,High,0.749,2.21,315.15,287.12,315.15,287.12,0.536,1.148,2.356,386.197,296.175,81.738,Bare / sparse vegetation,60.0,1827.80029296875,0.7623644761006665,1.0,0.4980803665747202,0.12636612279920065,1.0,64.0,dist_power_plant_km,2.3486,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 25/100. Overall risk: 61/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17808,76.66647,Karnataka,1518_7667,2026-08-30,2025.0,Industrial,1.0,Industrial,56.2,High,0.739,0.67,304.26,289.01,304.26,289.01,0.519,0.802,2.274,385.787,296.194,82.583,Bare / sparse vegetation,60.0,1827.80029296875,0.7656438920523007,1.0,0.4788766154940628,0.12537213374227243,1.0,64.0,dist_power_plant_km,2.3481,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 11/100. Overall risk: 56/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17698,76.67363,Karnataka,1518_7667,2026-08-30,2025.0,Mining/Extraction,0.5396,Mining/Extraction,44.7,Medium,0.514,1.48,305.17,286.87,305.17,286.87,0.701,1.317,1.988,385.824,296.008,81.962,Bare / sparse vegetation,60.0,1827.80029296875,0.7688672468575888,1.0,0.4893550570196615,0.12440231599490192,1.0,64.0,dist_quarry_km,2.1185,Classified as Mining/Extraction (54% confidence). moderately persistent (persistence score 66/100). Intensity score 20/100. Overall risk: 45/100.,0.0,0.0,0.4604,0.5396,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.182,76.66639,Karnataka,1518_7667,2026-09-01,1949.0,Industrial,1.0,Industrial,59.9,High,0.749,2.1,302.72,275.51,302.72,275.51,0.324,0.389,2.686,386.212,296.283,82.388,Bare / sparse vegetation,60.0,1827.80029296875,0.7720364250601922,0.9548416039104165,0.49728392502110047,0.12345568789550494,1.0,64.0,dist_power_plant_km,2.4041,Classified as Industrial (100% confidence). moderately persistent (persistence score 65/100). Intensity score 25/100. Overall risk: 60/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.62,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.18124,76.66544,Karnataka,1518_7667,2026-09-05,2012.0,Industrial,1.0,Industrial,64.5,High,0.768,5.22,330.93,293.11,330.93,293.11,0.43,0.435,2.641,386.109,296.397,82.518,Bare / sparse vegetation,60.0,1827.80029296875,0.7751532177465966,0.9117224885582168,0.5362653713294171,0.12287061689105708,1.0,64.0,dist_power_plant_km,2.2183,Classified as Industrial (100% confidence). moderately persistent (persistence score 65/100). Intensity score 40/100. Overall risk: 64/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.41,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.18192,76.66852,Karnataka,1518_7667,2026-09-10,2017.0,Industrial,1.0,Industrial,57.0,High,0.743,1.24,316.12,284.73,316.12,284.73,0.096,0.541,2.613,386.25,296.213,82.19,Bare / sparse vegetation,60.0,1827.80029296875,0.7782193286253187,0.8908987181403393,0.4859872769378341,0.12263762045452037,1.0,64.0,dist_power_plant_km,2.4887,Classified as Industrial (100% confidence). moderately persistent (persistence score 63/100). Intensity score 17/100. Overall risk: 57/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.38,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.18113,76.66634,Karnataka,1518_7667,2026-09-14,2044.0,Industrial,1.0,Industrial,67.0,High,0.783,7.59,332.86,295.54,332.86,295.54,0.337,0.474,2.596,386.116,296.376,82.438,Bare / sparse vegetation,60.0,1827.80029296875,0.781236379619714,0.9117224885582168,0.5652111112887602,0.12258147205124154,1.0,64.0,dist_power_plant_km,2.1462,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 47/100. Overall risk: 67/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,0.41,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.18195,76.66869,Karnataka,1518_7667,2026-09-14,2044.0,Industrial,1.0,Industrial,64.4,High,0.761,4.18,330.44,295.83,330.44,295.83,0.079,0.553,2.612,386.257,296.203,82.172,Bare / sparse vegetation,60.0,1827.80029296875,0.7842059160203474,1.0,0.5219046211549963,0.12236867800228425,1.0,64.0,dist_power_plant_km,2.4001,Classified as Industrial (100% confidence). moderately persistent (persistence score 67/100). Intensity score 36/100. Overall risk: 64/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,0.41,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17567,76.67754,Karnataka,1518_7668,2026-08-28,830.0,Mining/Extraction,1.0,Mining/Extraction,48.2,Medium,0.765,4.38,337.31,294.89,337.31,294.89,1.107,1.732,1.871,385.767,295.829,81.661,Bare / sparse vegetation,60.0,1920.042236328125,0.7413915852262982,8.302217133485085e-07,0.5291195104789482,0.4028703804393001,1.0,55.0,dist_quarry_km,4.0472,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 45/100). Intensity score 36/100. Overall risk: 48/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.45,N21,VIIRS,n,2.0NRT,D,50.0,60.0,,,,0,medium
15.17644,76.67721,Karnataka,1518_7668,2026-08-30,2025.0,Mining/Extraction,1.0,Mining/Extraction,52.2,High,0.746,1.48,323.12,289.4,323.12,289.4,1.027,1.652,1.95,385.844,295.918,81.652,Bare / sparse vegetation,60.0,1920.042236328125,0.7450530918139344,0.9548416039104165,0.4923314837122936,0.13419171198940252,1.0,55.0,dist_quarry_km,4.1738,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 64/100). Intensity score 20/100. Overall risk: 52/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.39,0.36,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17831,76.67618,Karnataka,1518_7668,2026-09-09,2038.0,Industrial,1.0,Industrial,57.9,High,0.751,2.21,321.15,290.42,321.15,290.42,0.823,1.445,2.143,386.025,296.134,81.651,Bare / sparse vegetation,60.0,1920.042236328125,0.7486448511604031,0.7937005259840998,0.5016033598887706,0.13339639894871108,1.0,55.0,dist_power_plant_km,2.1162,Classified as Industrial (100% confidence). moderately persistent (persistence score 61/100). Intensity score 25/100. Overall risk: 58/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.38,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17677,76.67976,Karnataka,1518_7668,2026-09-10,2017.0,Industrial,1.0,Industrial,58.4,High,0.746,1.45,323.76,286.41,323.76,286.41,1.243,1.863,2.046,385.936,295.932,81.393,Bare / sparse vegetation,60.0,1920.042236328125,0.7521694708713587,0.9771599684342459,0.4920737772610072,0.13402145053099185,1.0,55.0,dist_power_plant_km,2.1093,Classified as Industrial (100% confidence). moderately persistent (persistence score 65/100). Intensity score 19/100. Overall risk: 58/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.38,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17658,76.67728,Karnataka,1518_7668,2026-09-14,2044.0,Mining/Extraction,1.0,Mining/Extraction,55.4,High,0.758,3.29,327.99,296.11,327.99,296.11,1.024,1.65,1.966,385.861,295.932,81.638,Bare / sparse vegetation,60.0,1920.042236328125,0.7556294149979565,0.9117224885582168,0.5152152083166354,0.13308934391642321,1.0,55.0,dist_quarry_km,4.1485,Classified as Mining/Extraction (100% confidence). moderately persistent (persistence score 64/100). Intensity score 32/100. Overall risk: 55/100.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.51,0.41,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,medium
15.17503,76.69223,Karnataka,1518_7669,2026-08-25,2017.0,Other/Unknown,0.9997,Other/Unknown,16.2,Low,0.35,2.07,311.77,290.27,311.77,290.27,2.562,3.16,2.564,386.025,295.637,80.312,Bare / sparse vegetation,60.0,2297.953125,0.20715616162265582,2.1737158025699084e-07,,,0.5,3.0,landcover_code,0.7341,Classified as Other/Unknown (100% confidence). low persistence / first-seen (persistence score 10/100). Intensity score 24/100. Overall risk: 16/100.,1e-04,0.0,1e-04,0.0,0.9997,0.0,0.0,0.42,0.38,N21,VIIRS,n,2.0NRT,N,50.0,60.0,,,,0,n/a
15.17786,77.10236,Karnataka,1518_7710,2026-08-25,2017.0,Industrial,1.0,Industrial,47.0,Medium,0.75,1.05,309.04,292.29,309.04,292.29,0.532,2.75,24.592,397.928,284.033,46.613,Tree cover,10.0,1284.7562255859375,0.7413915852262982,9.106079138855144e-07,0.49917750074190104,0.41253043082977003,1.0,56.0,dist_industrial_zone_km,4.2647,Classified as Industrial (100% confidence). moderately persistent (persistence score 45/100). Intensity score 16/100. Overall risk: 47/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41,0.37,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.17911,77.10237,Karnataka,1518_7710,2026-08-26,2000.0,Industrial,1.0,Industrial,58.4,High,0.752,1.45,305.35,288.52,305.35,288.52,0.407,2.834,24.619,398.06,283.896,46.498,Tree cover,10.0,1284.7562255859375,0.7450530918139344,0.9771599684342459,0.5041935291187124,0.13192007734145497,1.0,56.0,dist_industrial_zone_km,4.4079,Classified as Industrial (100% confidence). moderately persistent (persistence score 65/100). Intensity score 19/100. Overall risk: 58/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49,0.49,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.17996,77.10442,Karnataka,1518_7710,2026-08-26,2000.0,Industrial,1.0,Industrial,59.8,High,0.755,1.88,304.53,288.03,304.53,288.03,0.256,3.066,24.853,398.219,283.761,46.296,Tree cover,10.0,1284.7562255859375,0.7486448511604031,1.0,0.5094868421000269,0.13096666935045528,1.0,56.0,dist_industrial_zone_km,4.4194,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 23/100. Overall risk: 60/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49,0.49,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.1761,77.09933,Karnataka,1518_7710,2026-08-26,2000.0,Industrial,1.0,Industrial,58.6,High,0.752,1.4,304.79,288.41,304.79,288.41,0.869,2.371,24.237,397.639,284.289,46.959,Tree cover,10.0,1284.7562255859375,0.7521694708713587,1.0,0.5033089139575397,0.12986215580031438,1.0,56.0,dist_industrial_zone_km,4.2663,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 19/100. Overall risk: 59/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49,0.49,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.17899,77.10476,Karnataka,1518_7710,2026-08-30,2025.0,Industrial,1.0,Industrial,55.1,High,0.747,0.66,300.35,281.93,300.35,281.93,0.366,3.032,24.869,398.128,283.859,46.364,Tree cover,10.0,1284.7562255859375,0.7556294149979565,0.9117224885582168,0.49399797350202723,0.1287864580457406,1.0,56.0,dist_industrial_zone_km,4.5325,Classified as Industrial (100% confidence). moderately persistent (persistence score 64/100). Intensity score 11/100. Overall risk: 55/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38,0.36,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.17624,77.10066,Karnataka,1518_7710,2026-08-30,2025.0,Industrial,1.0,Industrial,57.2,High,0.749,0.92,301.93,283.36,301.93,283.36,0.776,2.497,24.38,397.699,284.245,46.865,Tree cover,10.0,1284.7562255859375,0.7590270143845762,1.0,0.4973568428033459,0.1284392717117352,1.0,56.0,dist_industrial_zone_km,4.1828,Classified as Industrial (100% confidence). moderately persistent (persistence score 66/100). Intensity score 14/100. Overall risk: 57/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38,0.36,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.18715,76.6579,Karnataka,1519_7666,2026-08-25,2017.0,Industrial,1.0,Industrial,50.1,High,0.749,2.19,302.1,288.92,302.1,288.92,1.371,0.764,3.585,386.59,296.06,82.936,Tree cover,10.0,3461.414794921875,0.7413915852262982,9.106079138855144e-07,0.4977375154419074,0.44253253478739857,1.0,51.0,dist_power_plant_km,2.5183,Classified as Industrial (100% confidence). moderately persistent (persistence score 45/100). Intensity score 25/100. Overall risk: 50/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43,0.38,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.22395,76.76291,Karnataka,1522_7676,2026-08-25,2017.0,Industrial,1.0,Industrial,46.7,Medium,0.748,1.23,305.15,292.43,305.15,292.43,0.247,5.158,9.238,392.986,288.456,71.051,Cropland,40.0,1064.9207763671875,0.7413915852262982,2.61503453181893e-07,0.49661505171384074,0.312623204726076,1.0,51.0,dist_industrial_zone_km,4.3814,Classified as Industrial (100% confidence). moderately persistent (persistence score 43/100). Intensity score 17/100. Overall risk: 47/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42,0.38,N21,VIIRS,n,2.0NRT,N,50.0,40.0,,,,0,medium
15.23541,76.44022,Karnataka,1524_7644,2026-08-28,830.0,Other/Unknown,0.9999,Other/Unknown,16.6,Low,0.35,3.65,333.74,295.41,333.74,295.41,5.82,8.536,2.372,387.934,300.061,102.488,Grassland,30.0,598.7676391601562,0.13070098600339122,9.234240637354531e-14,,,0.5,2.0,dist_industrial_zone_km,1.0167,Classified as Other/Unknown (100% confidence). low persistence / first-seen (persistence score 7/100). Intensity score 33/100. Overall risk: 17/100.,0.0,0.0,0.0,0.0,0.9999,0.0,0.0,0.39,0.44,N21,VIIRS,n,2.0NRT,D,50.0,30.0,,,,0,n/a
15.27038,79.58337,AndhraPradesh,1527_7958,2026-09-01,714.0,Other/Unknown,1.0,Other/Unknown,15.7,Low,0.35,4.71,333.62,288.42,333.62,288.42,16.442,27.874,43.75,285.428,58.45,118.775,,,,0.0,0.0,,,0.5,1.0,landcover_code,1.3818,Classified as Other/Unknown (100% confidence). low persistence / first-seen (persistence score 0/100). Intensity score 38/100. Overall risk: 16/100.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46,0.63,N21,VIIRS,n,2.0NRT,D,50.0,,,,,0,n/a
15.30024,76.21906,Karnataka,1530_7622,2026-08-30,2025.0,Industrial,1.0,Industrial,43.1,Medium,0.746,0.29,299.57,283.8,299.57,283.8,0.403,11.934,3.293,392.577,304.44,112.445,Tree cover,10.0,535.855224609375,0.7376575688648993,9.245543252430775e-08,0.4925388191909387,0.32223381209887403,1.0,50.0,dist_industrial_zone_km,4.2411,Classified as Industrial (100% confidence). moderately persistent (persistence score 43/100). Intensity score 6/100. Overall risk: 43/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.37,N21,VIIRS,n,2.0NRT,N,50.0,10.0,,,,0,medium
15.33369,76.24677,Karnataka,1533_7625,2026-08-30,2025.0,Industrial,1.0,Industrial,45.5,Medium,0.743,0.69,302.99,288.71,302.99,288.71,0.786,7.336,3.055,396.518,299.742,110.692,Grassland,30.0,691.091552734375,0.7413915852262982,5.73647039452609e-07,0.48560647791944517,0.4073570949122394,1.0,51.0,dist_industrial_zone_km,3.8729,Classified as Industrial (100% confidence). moderately persistent (persistence score 44/100). Intensity score 11/100. Overall risk: 46/100.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.37,N21,VIIRS,n,2.0NRT,N,50.0,30.0,,,,0,medium
